Epoch,Train Loss,Val Loss,Test Loss
1,0.3314735136775208,0.13500264660278927,0.3733202613362831
2,0.20221385037483752,0.2030561927788285,0.508194349028465
3,0.18713810294925712,0.1176692056160816,0.335744403281639
4,0.180922367687106,0.13441678223143672,0.3449923555127407
5,0.17379265074093173,0.11319440365481001,0.33836805125239455
6,0.16850562521957024,0.11306792067662606,0.3337634346429418
7,0.1659490805127393,0.11865082227008926,0.37373967520003687
8,0.165119873367374,0.14530386223929906,0.4876937505017676
9,0.16181828583522853,0.10847645045179714,0.33082504234620497
10,0.1578531256637218,0.11264143537390561,0.32155628466134034
